95.163.36.7 - - [23/Mar/2022:00:05:16 +0300] "GET /sitemap.xml HTTP/1.0" 304 - "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Fast/2.0; +http://go.mail.ru/help/robots)"
92.53.71.22 - - [23/Mar/2022:00:07:37 +0300] "GET / HTTP/1.0" 301 328 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
92.53.71.22 - - [23/Mar/2022:00:07:37 +0300] "GET / HTTP/1.0" 200 15257 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:44 +0300] "GET /katalog/pokrytie-dlya-sportzala/ HTTP/1.0" 200 30105 "-" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /js/jquery-1.10.2.min.js HTTP/1.0" 200 93113 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /bitrix/templates/bamard/js/script.js HTTP/1.0" 200 8424 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /d-goals.js HTTP/1.0" 200 2744 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /bitrix/templates/bamard/js/my.slider.js HTTP/1.0" 200 1628 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /bitrix/templates/bamard/flash-slider/slider.js HTTP/1.0" 200 2082 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /bitrix/templates/bamard/js/jquery.maskedinput.min.js HTTP/1.0" 200 4274 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /js/jcarusel/jquery.jcarousel.js HTTP/1.0" 200 37082 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
91.193.179.121 - - [23/Mar/2022:00:07:46 +0300] "GET /slick/slick.css HTTP/1.0" 200 1767 "https://www.bamard-sport.ru/katalog/pokrytie-dlya-sportzala/" "Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36"
